model,scenario,variable,filename,version,year,path
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2038.nc,1,2038,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2038.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2039.nc,1,2039,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2039.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2040.nc,1,2040,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2040.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2041.nc,1,2041,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2041.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2042.nc,1,2042,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2042.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2043.nc,1,2043,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2043.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2044.nc,1,2044,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2044.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2045.nc,1,2045,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2045.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2046.nc,1,2046,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2046.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2047.nc,1,2047,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2047.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2048.nc,1,2048,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2048.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2049.nc,1,2049,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2049.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2050.nc,1,2050,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2050.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2051.nc,1,2051,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2051.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2052.nc,1,2052,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2052.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2053.nc,1,2053,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2053.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2054.nc,1,2054,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2054.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2055.nc,1,2055,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2055.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2056.nc,1,2056,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2056.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2057.nc,1,2057,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2057.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2058.nc,1,2058,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2058.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2059.nc,1,2059,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2059.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2060.nc,1,2060,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2060.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2061.nc,1,2061,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2061.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2062.nc,1,2062,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2062.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2063.nc,1,2063,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2063.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2064.nc,1,2064,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2064.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2065.nc,1,2065,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2065.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2066.nc,1,2066,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2066.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2067.nc,1,2067,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2067.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2068.nc,1,2068,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2068.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2069.nc,1,2069,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2069.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2070.nc,1,2070,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2070.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2071.nc,1,2071,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2071.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2072.nc,1,2072,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2072.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2073.nc,1,2073,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2073.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2074.nc,1,2074,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2074.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2075.nc,1,2075,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2075.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2076.nc,1,2076,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2076.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2077.nc,1,2077,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2077.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2078.nc,1,2078,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2078.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2079.nc,1,2079,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2079.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2080.nc,1,2080,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2080.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2081.nc,1,2081,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2081.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2082.nc,1,2082,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2082.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2083.nc,1,2083,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2083.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2084.nc,1,2084,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2084.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2085.nc,1,2085,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2085.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2086.nc,1,2086,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2086.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2087.nc,1,2087,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2087.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2088.nc,1,2088,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2088.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2089.nc,1,2089,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2089.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2090.nc,1,2090,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2090.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2091.nc,1,2091,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2091.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2092.nc,1,2092,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2092.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2093.nc,1,2093,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2093.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2094.nc,1,2094,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2094.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2095.nc,1,2095,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2095.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2096.nc,1,2096,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2096.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2097.nc,1,2097,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2097.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2098.nc,1,2098,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2098.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2099.nc,1,2099,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2099.nc
GFDL-CM4_gr2,ssp245,tasmax,tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2100.nc,1,2100,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmax/tasmax_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2100.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2015.nc,1,2015,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2015.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2016.nc,1,2016,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2016.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2017.nc,1,2017,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2017.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2018.nc,1,2018,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2018.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2019.nc,1,2019,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2019.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2020.nc,1,2020,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2020.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2021.nc,1,2021,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2021.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2022.nc,1,2022,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2022.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2023.nc,1,2023,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2023.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2024.nc,1,2024,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2024.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2025.nc,1,2025,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2025.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2026.nc,1,2026,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2026.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2027.nc,1,2027,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2027.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2028.nc,1,2028,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2028.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2029.nc,1,2029,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2029.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2030.nc,1,2030,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2030.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2031.nc,1,2031,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2031.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2032.nc,1,2032,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2032.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2033.nc,1,2033,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2033.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2034.nc,1,2034,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2034.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2035.nc,1,2035,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2035.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2036.nc,1,2036,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2036.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2037.nc,1,2037,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2037.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2038.nc,1,2038,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2038.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2039.nc,1,2039,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2039.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2040.nc,1,2040,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2040.nc
GFDL-CM4_gr2,ssp245,tasmin,tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2041.nc,1,2041,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/tasmin/tasmin_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2041.nc
