model,scenario,variable,filename,version,year,path
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2020_v1.1.nc,1.1,2020,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2020_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2021_v1.1.nc,1.1,2021,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2021_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2022_v1.1.nc,1.1,2022,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2022_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2023_v1.1.nc,1.1,2023,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2023_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2024_v1.1.nc,1.1,2024,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2024_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2025_v1.1.nc,1.1,2025,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2025_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2026_v1.1.nc,1.1,2026,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2026_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2027_v1.1.nc,1.1,2027,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2027_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2028_v1.1.nc,1.1,2028,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2028_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2029_v1.1.nc,1.1,2029,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2029_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2030_v1.1.nc,1.1,2030,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2030_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2031_v1.1.nc,1.1,2031,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2031_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2032_v1.1.nc,1.1,2032,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2032_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2033_v1.1.nc,1.1,2033,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2033_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2034_v1.1.nc,1.1,2034,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2034_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2035_v1.1.nc,1.1,2035,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2035_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2036_v1.1.nc,1.1,2036,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2036_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2037_v1.1.nc,1.1,2037,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2037_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2038_v1.1.nc,1.1,2038,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2038_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2039_v1.1.nc,1.1,2039,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2039_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2040_v1.1.nc,1.1,2040,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2040_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2041_v1.1.nc,1.1,2041,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2041_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2042_v1.1.nc,1.1,2042,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2042_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2043_v1.1.nc,1.1,2043,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2043_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2044_v1.1.nc,1.1,2044,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2044_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2045_v1.1.nc,1.1,2045,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2045_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2046_v1.1.nc,1.1,2046,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2046_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2047_v1.1.nc,1.1,2047,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2047_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2048_v1.1.nc,1.1,2048,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2048_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2049_v1.1.nc,1.1,2049,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2049_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2050_v1.1.nc,1.1,2050,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2050_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2051_v1.1.nc,1.1,2051,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2051_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2052_v1.1.nc,1.1,2052,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2052_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2053_v1.1.nc,1.1,2053,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2053_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2054_v1.1.nc,1.1,2054,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2054_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2055_v1.1.nc,1.1,2055,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2055_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2056_v1.1.nc,1.1,2056,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2056_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2057_v1.1.nc,1.1,2057,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2057_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2058_v1.1.nc,1.1,2058,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2058_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2059_v1.1.nc,1.1,2059,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2059_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2060_v1.1.nc,1.1,2060,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2060_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2061_v1.1.nc,1.1,2061,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2061_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2062_v1.1.nc,1.1,2062,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2062_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2063_v1.1.nc,1.1,2063,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2063_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2064_v1.1.nc,1.1,2064,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2064_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2065_v1.1.nc,1.1,2065,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2065_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2066_v1.1.nc,1.1,2066,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2066_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2067_v1.1.nc,1.1,2067,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2067_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2068_v1.1.nc,1.1,2068,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2068_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2069_v1.1.nc,1.1,2069,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2069_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2070_v1.1.nc,1.1,2070,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2070_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2071_v1.1.nc,1.1,2071,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2071_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2072_v1.1.nc,1.1,2072,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2072_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2073_v1.1.nc,1.1,2073,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2073_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2074_v1.1.nc,1.1,2074,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2074_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2075_v1.1.nc,1.1,2075,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2075_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2076_v1.1.nc,1.1,2076,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2076_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2077_v1.1.nc,1.1,2077,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2077_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2078_v1.1.nc,1.1,2078,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2078_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2079_v1.1.nc,1.1,2079,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2079_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2080_v1.1.nc,1.1,2080,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2080_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2081_v1.1.nc,1.1,2081,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2081_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2082_v1.1.nc,1.1,2082,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2082_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2083_v1.1.nc,1.1,2083,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2083_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2084_v1.1.nc,1.1,2084,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2084_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2085_v1.1.nc,1.1,2085,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2085_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2086_v1.1.nc,1.1,2086,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2086_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2087_v1.1.nc,1.1,2087,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2087_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2088_v1.1.nc,1.1,2088,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2088_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2089_v1.1.nc,1.1,2089,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2089_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2090_v1.1.nc,1.1,2090,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2090_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2091_v1.1.nc,1.1,2091,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2091_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2092_v1.1.nc,1.1,2092,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2092_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2093_v1.1.nc,1.1,2093,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2093_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2094_v1.1.nc,1.1,2094,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2094_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2095_v1.1.nc,1.1,2095,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2095_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2096_v1.1.nc,1.1,2096,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2096_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2097_v1.1.nc,1.1,2097,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2097_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2098_v1.1.nc,1.1,2098,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2098_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2099_v1.1.nc,1.1,2099,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2099_v1.1.nc
GFDL-CM4_gr2,ssp245,hurs,hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2100_v1.1.nc,1.1,2100,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp245/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp245_r1i1p1f1_gr2_2100_v1.1.nc
GFDL-CM4_gr2,ssp585,hurs,hurs_day_GFDL-CM4_ssp585_r1i1p1f1_gr2_2015_v1.1.nc,1.1,2015,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp585/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp585_r1i1p1f1_gr2_2015_v1.1.nc
GFDL-CM4_gr2,ssp585,hurs,hurs_day_GFDL-CM4_ssp585_r1i1p1f1_gr2_2016_v1.1.nc,1.1,2016,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp585/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp585_r1i1p1f1_gr2_2016_v1.1.nc
GFDL-CM4_gr2,ssp585,hurs,hurs_day_GFDL-CM4_ssp585_r1i1p1f1_gr2_2017_v1.1.nc,1.1,2017,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp585/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp585_r1i1p1f1_gr2_2017_v1.1.nc
GFDL-CM4_gr2,ssp585,hurs,hurs_day_GFDL-CM4_ssp585_r1i1p1f1_gr2_2018_v1.1.nc,1.1,2018,NEX-GDDP-CMIP6/GFDL-CM4_gr2/ssp585/r1i1p1f1/hurs/hurs_day_GFDL-CM4_ssp585_r1i1p1f1_gr2_2018_v1.1.nc
